volume,vol_weighted_price,open,close,high,low,timestamp,num_transactions,ticker,Date
3360677.0,126.7877,128.42,126.44,128.96,125.57,1649908800000,31496,A,2022-04-14
75069376.0,167.2264,170.62,165.29,171.27,165.04,1649908800000,596848,AAPL,2022-04-14
230737.0,154.6622,155.81,153.66,159.06,152.23,1649908800000,6550,ABG,2022-04-14
3140189.0,118.3137,120.05,117.69,120.249,117.56,1649908800000,39133,ABT,2022-04-14
2964861.0,320.9635,326.88,319.47,328.28,319.29,1649908800000,43652,ACN,2022-04-14
2588604.0,424.6291,435.86,420.44,435.95,420.03,1649908800000,66313,ADBE,2022-04-14
162931.0,146.9674,146.93,146.67,147.98,146.55,1649908800000,6137,AFG,2022-04-14
144399.0,58.4125,60.94,57.8,61.09,57.72,1649908800000,3447,ALTR,2022-04-14
7711159.0,114.5501,117.41,113.36,117.5291,113.25,1649908800000,95783,AMAT,2022-04-14
73354367.0,95.1994,98.37,93.06,98.39,92.92,1649908800000,517670,AMD,2022-04-14
424802.0,292.2854,292.94,290.73,296.07,290.54,1649908800000,11760,AMP,2022-04-14
2312312.0,255.9553,257.94,255.54,258.345,255.0,1649908800000,29010,AMT,2022-04-14
1574246.0,128.3574,131.41,126.58,132.85,126.5,1649908800000,24072,ANET,2022-04-14
391815.0,37.3673,37.69,37.3,38.1,37.14,1649908800000,6476,APAM,2022-04-14
797698.0,197.0197,198.88,196.18,200.05,195.86,1649908800000,14182,ARE,2022-04-14
188657.0,115.6092,115.2,115.73,116.1,114.595,1649908800000,5120,ASGN,2022-04-14
152764.0,50.7242,50.87,50.61,51.63,50.0,1649908800000,3506,ASIX,2022-04-14
814154.0,602.3465,614.52,597.87,616.51,596.0,1649908800000,27960,ASML,2022-04-14
630553.0,168.4148,173.08,166.49,174.19,166.42,1649908800000,15339,AVY,2022-04-14
276718.0,66.0282,66.02,65.83,66.58,65.515,1649908800000,5872,BCO,2022-04-14
4412427.0,87.2433,87.88,87.15,88.37,86.85,1649908800000,26483,BLL,2022-04-14
335302.0,67.0383,67.53,67.11,67.98,66.671,1649908800000,6580,CBT,2022-04-14
1339339.0,33.9468,33.87,33.8,34.3,33.46,1649908800000,16956,CC,2022-04-14
834803.0,119.5671,120.9,118.93,120.9,118.89,1649908800000,15402,CCK,2022-04-14
2113034.0,151.4015,156.05,149.8,156.17,149.05,1649908800000,37104,CDNS,2022-04-14
199059.0,1600.8977,1602.73,1603.17,1612.34,1590.24,1649908800000,13306,CMG,2022-04-14
2884601.0,15.7233,15.64,15.77,15.89,15.525,1649908800000,17416,CNHI,2022-04-14
2206167.0,592.4237,591.78,590.39,596.28,587.05,1649908800000,62108,COST,2022-04-14
146372.0,105.7287,105.5,105.68,106.33,105.23,1649908800000,3823,CR,2022-04-14
5126676.0,191.1648,196.32,189.41,196.45,189.22,1649908800000,93058,CRM,2022-04-14
123949.0,95.6643,97.45,95.3,97.62,94.38,1649908800000,2084,CSR,2022-04-14
1438112.0,79.7159,77.35,80.37,80.71,76.64,1649908800000,23512,DAR,2022-04-14
1522854.0,434.8624,427.93,436.75,439.4099,427.93,1649908800000,40852,DE,2022-04-14
3094759.0,278.6132,285.14,276.98,285.23,276.32,1649908800000,48802,DHR,2022-04-14
886084.0,147.3709,149.96,146.39,150.83,146.27,1649908800000,14910,DOV,2022-04-14
4452169.0,54.411,55.2,54.15,55.47,53.98,1649908800000,49170,EBAY,2022-04-14
1833025.0,140.2378,141.01,139.91,142.71,139.41,1649908800000,29836,ETN,2022-04-14
257101.0,108.2668,108.86,107.86,110.03,107.77,1649908800000,5448,EXPO,2022-04-14
18379455.0,212.106,214.89,210.18,214.99,210.0,1649908800000,229447,FB,2022-04-14
772788.0,179.9225,180.05,179.54,183.4,177.19,1649908800000,17641,FIVE,2022-04-14
4015388.0,17.0957,17.0,17.08,17.36,16.93,1649908800000,26309,FLEX,2022-04-14
125951.0,96.3994,98.11,95.41,98.47,95.4,1649908800000,3424,FN,2022-04-14
998437.0,61.6776,62.12,61.58,62.55,61.5,1649908800000,8053,FR,2022-04-14
728972.0,334.7157,342.85,331.76,343.39,331.045,1649908800000,22896,FTNT,2022-04-14
319583.0,35.6145,35.54,35.66,35.91,35.35,1649908800000,4465,GIL,2022-04-14
1139168.0,2562.0903,2612.99,2545.06,2614.205,2542.23,1649908800000,88308,GOOG,2022-04-14
1579899.0,2553.4183,2609.59,2534.6,2609.59,2532.02,1649908800000,138659,GOOGL,2022-04-14
5460927.0,323.991,328.47,321.64,333.03,319.0305,1649908800000,98315,GS,2022-04-14
4569196.0,306.4148,310.83,304.52,312.25,304.33,1649908800000,72647,HD,2022-04-14
4911891.0,76.3142,77.18,76.33,78.14,75.595,1649908800000,33207,HOLX,2022-04-14
7197432.0,15.4524,15.52,15.38,15.62,15.343,1649908800000,37579,HPE,2022-04-14
475760.0,298.5386,301.65,298.1,303.85,296.075,1649908800000,12747,IT,2022-04-14
1092600.0,172.4905,171.83,172.01,173.89,170.67,1649908800000,22687,JBHT,2022-04-14
791885.0,57.3497,58.29,56.95,58.6072,56.92,1649908800000,11727,JBL,2022-04-14
6188193.0,180.247,180.0,179.9,181.4,179.73,1649908800000,65794,JNJ,2022-04-14
852898.0,144.8238,148.16,143.93,148.16,143.79,1649908800000,16348,KEYS,2022-04-14
3395589.0,25.1797,25.15,25.13,25.38,25.065,1649908800000,23888,KIM,2022-04-14
1779915.0,318.9536,318.96,318.52,320.7,316.62,1649908800000,34628,LIN,2022-04-14
1898106.0,302.2998,303.75,301.86,304.47,300.19,1649908800000,32789,LLY,2022-04-14
1364794.0,461.5177,473.42,456.16,474.0,455.84,1649908800000,41056,LRCX,2022-04-14
3359062.0,358.9891,357.18,357.82,362.95,356.87,1649908800000,63903,MA,2022-04-14
1115375.0,22.2877,22.32,22.19,22.52,22.09,1649908800000,14867,MAT,2022-04-14
617776.0,87.2892,88.09,87.43,88.87,85.6307,1649908800000,10600,MATX,2022-04-14
392201.0,45.0155,45.17,45.15,45.59,44.55,1649908800000,7071,MC,2022-04-14
82815.0,95.8923,96.11,95.39,97.375,94.86,1649908800000,2832,MCB,2022-04-14
467647.0,123.1733,123.05,123.71,124.16,121.23,1649908800000,10541,MHK,2022-04-14
28221607.0,282.3705,288.09,279.83,288.305,279.32,1649908800000,381427,MSFT,2022-04-14
575422.0,234.3395,236.53,233.19,237.51,233.05,1649908800000,13075,MSI,2022-04-14
2973041.0,32.9386,32.71,33.01,33.115,32.65,1649908800000,26872,MT,2022-04-14
12801074.0,132.9222,129.08,133.46,134.38,128.891,1649908800000,140908,NKE,2022-04-14
489089.0,29.0182,29.08,28.87,29.43,28.6835,1649908800000,7100,NOG,2022-04-14
936978.0,76.2509,77.28,75.5,77.8,75.46,1649908800000,16425,NTAP,2022-04-14
56909685.0,217.2758,225.05,212.58,227.77,211.63,1649908800000,789247,NVDA,2022-04-14
749279.0,86.4237,86.68,86.22,87.48,85.49,1649908800000,12163,OC,2022-04-14
3942648.0,53.6298,54.33,53.26,54.515,53.24,1649908800000,46979,ON,2022-04-14
5590385.0,79.6978,79.83,79.45,80.36,79.32,1649908800000,56937,ORCL,2022-04-14
7806452.0,159.4551,159.98,158.57,160.3,158.45,1649908800000,67320,PG,2022-04-14
8002591.0,138.1679,141.05,136.91,141.56,136.68,1649908800000,105401,QCOM,2022-04-14
691894.0,46.9198,47.2,46.91,47.38,46.75,1649908800000,7383,QGEN,2022-04-14
145855.0,272.7137,272.32,272.67,273.15,272.32,1649908800000,2124,ROG,2022-04-14
1246848.0,255.6841,259.84,252.9,261.26,252.75,1649908800000,26951,SHW,2022-04-14
452971.0,62.6476,63.19,61.83,64.31,61.82,1649908800000,10381,SMTC,2022-04-14
1788834.0,128.3838,128.0,127.88,129.45,127.69,1649908800000,26603,SPG,2022-04-14
3808689.0,15.14,15.22,15.0,15.33,14.975,1649908800000,18111,STLA,2022-04-14
1657503.0,88.0751,87.36,88.32,89.115,87.34,1649908800000,27456,STLD,2022-04-14
3372968.0,36.8204,37.52,36.55,37.64,36.47,1649908800000,29582,STM,2022-04-14
848483.0,185.4642,184.85,185.58,185.98,184.19,1649908800000,11942,SUI,2022-04-14
1576454.0,122.0753,124.67,120.88,124.82,120.75,1649908800000,23396,TEL,2022-04-14
109116.0,69.149,69.95,69.09,71.5278,68.6973,1649908800000,3819,THRM,2022-04-14
1225640.0,570.0381,578.03,568.9,578.07,564.64,1649908800000,32884,TMO,2022-04-14
1109504.0,231.509,236.56,228.23,238.88,228.05,1649908800000,29522,TSCO,2022-04-14
19471035.0,991.7101,999.29,985.0,1012.7099,982.19,1649908800000,580182,TSLA,2022-04-14
460791.0,86.3765,87.56,85.69,87.93,85.63,1649908800000,9351,TW,2022-04-14
488545.0,48.7874,49.25,48.45,49.8861,48.335,1649908800000,5761,TX,2022-04-14
4578456.0,174.4757,174.905,173.66,176.11,173.53,1649908800000,63654,TXN,2022-04-14
1083688.0,68.8314,69.49,68.65,69.98,68.48,1649908800000,11568,TXT,2022-04-14
8191575.0,213.7034,214.27,212.79,215.95,212.53,1649908800000,105083,V,2022-04-14
715403.0,36.3365,36.62,36.22,36.93,35.8001,1649908800000,7364,VSTO,2022-04-14
348465.0,124.1898,124.22,123.19,126.535,123.12,1649908800000,7372,WCC,2022-04-14
1401300.0,225.5301,229.0,224.67,229.26,224.01,1649908800000,27036,WDAY,2022-04-14
218614.0,77.4882,78.78,77.44,79.0,76.79,1649908800000,3705,WFG,2022-04-14
1282704.0,159.858,160.09,159.16,161.15,159.045,1649908800000,23542,WM,2022-04-14
3518553.0,84.5055,86.92,84.14,87.75,84.05,1649908800000,23888,XYL,2022-04-14
